종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"095570","AJ네트웍스","KOSPI","서비스업","5350","20","0.38","250499278250"
"006840","AK홀딩스","KOSPI","기타금융","17410","-320","-1.80","230640037010"
"027410","BGF","KOSPI","기타금융","4485","-60","-1.32","429289807635"
"282330","BGF리테일","KOSPI","유통업","182000","1100","0.61","3145670892000"
"138930","BNK금융지주","KOSPI","기타금융","6590","-20","-0.30","2147913271140"
"001460","BYC","KOSPI","섬유의복","557000","-1000","-0.18","347910555000"
"001465","BYC우","KOSPI","섬유의복","172800","100","0.06","37218528000"
"001040","CJ","KOSPI","기타금융","91100","200","0.22","2658024517800"
"079160","CJ CGV","KOSPI","서비스업","16880","-110","-0.65","805593931920"
"00104K","CJ4우(전환)","KOSPI","기타금융","76900","-100","-0.13","325018772800"
"000120","CJ대한통운","KOSPI","운수창고업","82200","-200","-0.24","1875174676800"
"011150","CJ씨푸드","KOSPI","음식료품","3385","-15","-0.44","121625666605"
"011155","CJ씨푸드1우","KOSPI","음식료품","25950","-300","-1.14","5190000000"
"001045","CJ우","KOSPI","기타금융","50600","-400","-0.78","114367283800"
"097950","CJ제일제당","KOSPI","음식료품","325500","5000","1.56","4900137543000"
"097955","CJ제일제당 우","KOSPI","음식료품","159100","400","0.25","211194590300"
"000590","CS홀딩스","KOSPI","기타금융","64700","-500","-0.77","74694985400"
"012030","DB","KOSPI","서비스업","1410","-54","-3.69","283655245530"
"016610","DB금융투자","KOSPI","증권","4125","-25","-0.60","175091354625"
"005830","DB손해보험","KOSPI","보험","74400","-900","-1.20","5267520000000"
"000990","DB하이텍","KOSPI","전기전자","45200","-1100","-2.38","2006816177600"
"000995","DB하이텍1우","KOSPI","전기전자","91800","-900","-0.97","10310608800"
"139130","DGB금융지주","KOSPI","기타금융","7820","60","0.77","1322720414060"
"001530","DI동일","KOSPI","유통업","21200","-700","-3.20","542047324000"
"000210","DL","KOSPI","기타금융","56600","-400","-0.70","1186103034400"
"001880","DL건설","KOSPI","건설업","14840","-50","-0.34","327270734560"
"000215","DL우","KOSPI","기타금융","32700","0","0.00","55135960500"
"375500","DL이앤씨","KOSPI","건설업","33050","250","0.76","1278824240150"
"37550L","DL이앤씨2우(전환)","KOSPI","건설업","23600","100","0.43","49842043600"
"37550K","DL이앤씨우","KOSPI","건설업","21100","-100","-0.47","44602973500"
"007340","DN오토모티브","KOSPI","전기전자","74200","1600","2.20","741555171000"
"004840","DRB동일","KOSPI","화학","4700","40","0.86","93671000000"
"155660","DSR","KOSPI","철강금속","5920","-70","-1.17","94720000000"
"069730","DSR제강","KOSPI","철강금속","6080","-50","-0.82","87552000000"
"017940","E1","KOSPI","유통업","48750","-200","-0.41","334425000000"
"365550","ESR켄달스퀘어리츠","KOSPI","서비스업","3890","-55","-1.39","828916210000"
"383220","F&F","KOSPI","섬유의복","140000","-4000","-2.78","5362990500000"
"007700","F&F홀딩스","KOSPI","기타금융","25350","-450","-1.74","991549203450"
"114090","GKL","KOSPI","서비스업","19340","-1160","-5.66","1196288657800"
"078930","GS","KOSPI","기타금융","40750","50","0.12","3786301653500"
"006360","GS건설","KOSPI","건설업","22600","200","0.89","1934141674000"
"001250","GS글로벌","KOSPI","유통업","2545","90","3.67","210048429380"
"007070","GS리테일","KOSPI","유통업","28750","300","1.05","3010640257500"
"078935","GS우","KOSPI","기타금융","35050","50","0.14","62558151300"
"012630","HDC","KOSPI","기타금융","6740","270","4.17","402659199540"
"039570","HDC랩스","KOSPI","건설업","8250","310","3.90","214150208250"
"089470","HDC현대EP","KOSPI","화학","4265","155","3.77","136053500000"
"294870","HDC현대산업개발","KOSPI","건설업","11190","760","7.29","737503022700"
"267250","HD현대","KOSPI","화학","58700","-100","-0.17","4636894089500"
"097230","HJ중공업","KOSPI","건설업","3890","-20","-0.51","323936953090"
"014790","HL D&I","KOSPI","건설업","2690","-10","-0.37","101839636690"
"003580","HLB글로벌","KOSPI","광업","6320","650","11.46","267759705440"
"204320","HL만도","KOSPI","운수장비","48200","-2200","-4.37","2263333184000"
"060980","HL홀딩스","KOSPI","기타금융","32950","-150","-0.45","345054706500"
"011200","HMM","KOSPI","운수창고업","21500","-550","-2.49","10514349164000"
"082740","HSD엔진","KOSPI","기계","7550","-150","-1.95","540157154700"
"003560","IHQ","KOSPI","서비스업","290","40","16.00","70265737920"
"175330","JB금융지주","KOSPI","기타금융","9380","40","0.43","1847699545720"
"234080","JW생명과학","KOSPI","의약품","12270","-80","-0.65","194289977580"
"001060","JW중외제약","KOSPI","의약품","21550","350","1.65","477937645550"
"001067","JW중외제약2우B","KOSPI","의약품","58700","0","0.00","11740000000"
"001065","JW중외제약우","KOSPI","의약품","32900","400","1.23","10714049500"
"096760","JW홀딩스","KOSPI","기타금융","3190","-35","-1.09","224718612140"
"105560","KB금융","KOSPI","기타금융","50800","600","1.20","20771971054400"
"432320","KB스타리츠","KOSPI","서비스업","4525","-35","-0.77","458899639625"
"002380","KCC","KOSPI","화학","250000","0","0.00","2221617750000"
"344820","KCC글라스","KOSPI","비금속광물","40450","-400","-0.98","646007210400"
"009070","KCTC","KOSPI","운수창고업","4540","15","0.33","136200000000"
"009440","KC그린홀딩스","KOSPI","기타금융","3420","255","8.06","76727631600"
"119650","KC코트렐","KOSPI","기계","2035","210","11.51","70411927960"
"092220","KEC","KOSPI","전기전자","2800","50","1.82","405336794800"
"016380","KG스틸","KOSPI","철강금속","9330","340","3.78","933083009010"
"001390","KG케미칼","KOSPI","화학","33300","7650","29.82","461740996800"
"033180","KH 필룩스","KOSPI","전기전자","500","5","1.01","95356329000"
"001940","KISCO홀딩스","KOSPI","철강금속","21300","0","0.00","344556894000"
"025000","KPX케미칼","KOSPI","화학","49200","500","1.03","238128000000"
"092230","KPX홀딩스","KOSPI","화학","55300","1300","2.41","233622923800"
"000040","KR모터스","KOSPI","운수장비","503","-9","-1.76","48357647895"
"044450","KSS해운","KOSPI","운수창고업","9000","0","0.00","207772920000"
"030200","KT","KOSPI","통신업","30800","300","0.98","8042243686400"
"033780","KT&G","KOSPI","기타제조업","87000","0","0.00","11944447239000"
"058850","KTcs","KOSPI","서비스업","4970","-270","-5.15","212144450000"
"058860","KTis","KOSPI","서비스업","4280","-315","-6.86","148952560000"
"093050","LF","KOSPI","섬유의복","17150","-330","-1.89","501466000000"
"003550","LG","KOSPI","기타금융","82100","-1300","-1.56","12914411525300"
"034220","LG디스플레이","KOSPI","전기전자","15220","-200","-1.30","5445954954000"
"051900","LG생활건강","KOSPI","화학","672000","1000","0.15","10495428384000"
"051905","LG생활건강우","KOSPI","화학","283000","-2000","-0.70","594214251000"
"373220","LG에너지솔루션","KOSPI","전기전자","566000","19000","3.47","132444000000000"
"003555","LG우","KOSPI","기타금융","61900","200","0.32","187038278000"
"032640","LG유플러스","KOSPI","통신업","11170","100","0.90","4876948902370"
"011070","LG이노텍","KOSPI","전기전자","279000","-2500","-0.89","6603122853000"
"066570","LG전자","KOSPI","전기전자","114400","-100","-0.09","18721309921600"
"066575","LG전자우","KOSPI","전기전자","48200","-50","-0.10","828364814400"
"037560","LG헬로비전","KOSPI","서비스업","4525","50","1.12","350447064125"
"051910","LG화학","KOSPI","화학","740000","14000","1.93","52238333820000"
"051915","LG화학우","KOSPI","화학","317500","5000","1.60","2441194000000"
"079550","LIG넥스원","KOSPI","기계","74400","-1100","-1.46","1636800000000"
"006260","LS","KOSPI","기타금융","71200","1100","1.57","2292640000000"
"010120","LS ELECTRIC","KOSPI","전기전자","51800","500","0.97","1554000000000"
"000680","LS네트웍스","KOSPI","유통업","2505","25","1.01","197401555080"
"229640","LS전선아시아","KOSPI","기타금융","7120","10","0.14","218049138480"
"108320","LX세미콘","KOSPI","전기전자","94600","100","0.11","1538602780000"
"001120","LX인터내셔널","KOSPI","유통업","32000","-150","-0.47","1240320000000"
"108670","LX하우시스","KOSPI","화학","35700","-200","-0.56","320145819000"
"108675","LX하우시스우","KOSPI","화학","17250","-300","-1.71","17807692500"
"383800","LX홀딩스","KOSPI","기타금융","8550","-10","-0.12","652199899500"
"38380K","LX홀딩스1우","KOSPI","기타금융","11050","-100","-0.90","16191399250"
"023150","MH에탄올","KOSPI","음식료품","7600","50","0.66","56076797600"
"035420","NAVER","KOSPI","서비스업","211000","-3500","-1.63","34614356935000"
"181710","NHN","KOSPI","서비스업","28800","-400","-1.37","1037295302400"
"400760","NH올원리츠","KOSPI","서비스업","3620","5","0.14","152764000000"
"005940","NH투자증권","KOSPI","증권","9200","-90","-0.97","3051326473200"
"005945","NH투자증권우","KOSPI","증권","8800","60","0.69","166064518400"
"338100","NH프라임리츠","KOSPI","서비스업","4400","40","0.92","82104000000"
"034310","NICE","KOSPI","서비스업","13540","-110","-0.81","512926342000"
"008260","NI스틸","KOSPI","철강금속","6300","160","2.61","180180737100"
"004250","NPC","KOSPI","화학","7970","200","2.57","292658400000"
"004255","NPC우","KOSPI","화학","3780","-25","-0.66","19958400000"
"010060","OCI","KOSPI","화학","100300","2800","2.87","2392091911300"
"178920","PI첨단소재","KOSPI","화학","35750","-250","-0.69","1049846011500"
"005490","POSCO홀딩스","KOSPI","철강금속","335000","5500","1.67","28331362050000"
"010950","S-Oil","KOSPI","화학","84000","800","0.96","9456954528000"
"010955","S-Oil우","KOSPI","화학","51200","700","1.39","205922662400"
"034120","SBS","KOSPI","서비스업","44150","700","1.61","805851495300"
"005090","SGC에너지","KOSPI","전기가스업","31100","100","0.32","456454824400"
"001380","SG글로벌","KOSPI","운수장비","1390","-3","-0.22","62500158770"
"004060","SG세계물산","KOSPI","유통업","546","2","0.37","110524028160"
"001770","SHD","KOSPI","철강금속","36850","-250","-0.67","44768254300"
"002360","SH에너지화학","KOSPI","화학","871","4","0.46","96797478830"
"009160","SIMPAC","KOSPI","철강금속","5870","300","5.39","384071258920"
"123700","SJM","KOSPI","운수장비","4600","70","1.55","71782530800"
"025530","SJM홀딩스","KOSPI","유통업","3450","-10","-0.29","51522327600"
"034730","SK","KOSPI","기타금융","181000","-3400","-1.84","13421028549000"
"011790","SKC","KOSPI","화학","114900","4600","4.17","4351067440200"
"018670","SK가스","KOSPI","유통업","124000","-2100","-1.67","1144550256000"
"001740","SK네트웍스","KOSPI","유통업","4390","70","1.62","1089543770330"
"001745","SK네트웍스우","KOSPI","유통업","50000","450","0.91","5682400000"
"006120","SK디스커버리","KOSPI","기타금융","33000","750","2.33","628249215000"
"006125","SK디스커버리우","KOSPI","기타금융","29200","0","0.00","39666886000"
"210980","SK디앤디","KOSPI","서비스업","20600","-200","-0.96","457117378400"
"068400","SK렌터카","KOSPI","서비스업","7170","130","1.85","339039472800"
"395400","SK리츠","KOSPI","서비스업","5140","0","0.00","1010287966060"
"302440","SK바이오사이언스","KOSPI","의약품","72200","500","0.70","5543808121200"
"326030","SK바이오팜","KOSPI","서비스업","65700","300","0.46","5145180525000"
"402340","SK스퀘어","KOSPI","기타금융","41700","850","2.08","5899197710700"
"361610","SK아이이테크놀로지","KOSPI","전기전자","69400","1100","1.61","4948052884800"
"03473K","SK우","KOSPI","기타금융","162000","-300","-0.18","91713870000"
"096770","SK이노베이션","KOSPI","화학","176800","8800","5.24","16347911715200"
"096775","SK이노베이션우","KOSPI","화학","111200","6700","6.41","138824971200"
"001510","SK증권","KOSPI","증권","767","-14","-1.79","362476661157"
"001515","SK증권우","KOSPI","증권","2820","-5","-0.18","11033289480"
"285130","SK케미칼","KOSPI","화학","84900","1500","1.80","1464846176700"
"28513K","SK케미칼우","KOSPI","화학","38250","350","0.92","80915159250"
"017670","SK텔레콤","KOSPI","통신업","47450","1200","2.59","10383632682800"
"000660","SK하이닉스","KOSPI","전기전자","88900","-800","-0.89","64719410248500"
"064960","SNT모티브","KOSPI","운수장비","49050","-850","-1.70","717264820800"
"100840","SNT에너지","KOSPI","기계","19500","80","0.41","146380864500"
"003570","SNT중공업","KOSPI","운수장비","9760","130","1.35","324546322720"
"036530","SNT홀딩스","KOSPI","기타금융","16310","160","0.99","265916380660"
"005610","SPC삼립","KOSPI","음식료품","70300","-500","-0.71","606619332700"
"011810","STX","KOSPI","유통업","5810","740","14.60","166290647740"
"077970","STX엔진","KOSPI","기계","13720","360","2.69","315682162880"
"071970","STX중공업","KOSPI","기계","6060","-70","-1.14","173029174140"
"002820","SUN&L","KOSPI","종이목재","3150","5","0.16","39715165350"
"084870","TBH글로벌","KOSPI","섬유의복","1864","27","1.47","38877110616"
"002710","TCC스틸","KOSPI","철강금속","15230","880","6.13","387249006520"
"069260","TKG휴켐스","KOSPI","화학","20050","210","1.06","819615689400"
"002900","TYM","KOSPI","기계","2690","-35","-1.28","409831579430"
"024070","WISCOM","KOSPI","화학","2760","15","0.55","42300968880"
"037270","YG PLUS","KOSPI","서비스업","5700","210","3.83","361547637000"
"000500","가온전선","KOSPI","전기전자","16800","470","2.88","106829956800"
"000860","강남제비스코","KOSPI","화학","21600","-100","-0.46","140400000000"
"035250","강원랜드","KOSPI","서비스업","19210","-390","-1.99","4109797005000"
"011420","갤럭시아에스엠","KOSPI","서비스업","2825","-165","-5.52","77827744300"
"002100","경농","KOSPI","화학","10850","100","0.93","211819938750"
"009450","경동나비엔","KOSPI","전기전자","38400","-200","-0.52","559433932800"
"267290","경동도시가스","KOSPI","전기가스업","22700","-300","-1.30","133825716200"
"012320","경동인베스트","KOSPI","기타금융","85900","4300","5.27","203155475700"
"000050","경방","KOSPI","유통업","11040","10","0.09","302664580800"
"214390","경보제약","KOSPI","의약품","6990","220","3.25","167108951400"
"012610","경인양행","KOSPI","화학","5130","555","12.13","213491952450"
"009140","경인전자","KOSPI","전기전자","24400","-100","-0.41","38327446800"
"013580","계룡건설","KOSPI","건설업","19270","190","1.00","172098577890"
"012200","계양전기","KOSPI","기계","2270","10","0.44","61795821830"
"012205","계양전기우","KOSPI","기계","5090","70","1.39","5950612110"
"002140","고려산업","KOSPI","음식료품","4070","65","1.62","101503459750"
"010130","고려아연","KOSPI","철강금속","586000","3000","0.51","11639810588000"
"002240","고려제강","KOSPI","철강금속","22000","300","1.38","550000000000"
"009290","광동제약","KOSPI","의약품","5850","50","0.86","306661978350"
"017040","광명전기","KOSPI","전기전자","2470","40","1.65","107043909050"
"017900","광전자","KOSPI","전기전자","2360","55","2.39","136747280680"
"037710","광주신세계","KOSPI","유통업","36250","100","0.28","290000000000"
"030610","교보증권","KOSPI","증권","5510","-10","-0.18","356239660960"
"339770","교촌에프앤비","KOSPI","유통업","9530","70","0.74","238083606200"
"007690","국도화학","KOSPI","화학","47100","600","1.29","424400013600"
"005320","국동","KOSPI","유통업","1636","-36","-2.15","93547304544"
"001140","국보","KOSPI","운수창고업","639","22","3.57","67848322851"
"002720","국제약품","KOSPI","의약품","4785","75","1.59","96633787965"
"083420","그린케미칼","KOSPI","화학","10450","280","2.75","250800000000"
"014530","극동유화","KOSPI","화학","3735","45","1.22","130237283700"
"014280","금강공업","KOSPI","철강금속","5760","140","2.49","168937096320"
"014285","금강공업우","KOSPI","철강금속","11880","130","1.11","7007715000"
"008870","금비","KOSPI","비금속광물","97500","-1300","-1.32","97500000000"
"001570","금양","KOSPI","화학","53100","7850","17.35","3082456964700"
"002990","금호건설","KOSPI","건설업","6710","30","0.45","247958622450"
"002995","금호건설우","KOSPI","건설업","22000","-300","-1.35","6429852000"
"011780","금호석유","KOSPI","화학","158000","-1100","-0.69","4631661296000"
"011785","금호석유우","KOSPI","화학","80300","-700","-0.86","242785925800"
"214330","금호에이치티","KOSPI","운수장비","856","26","3.13","167896669464"
"001210","금호전기","KOSPI","전기전자","975","36","3.83","26865336225"
"073240","금호타이어","KOSPI","화학","3215","20","0.63","923541822705"
"092440","기신정기","KOSPI","기계","3850","35","0.92","112420000000"
"000270","기아","KOSPI","운수장비","77600","-900","-1.15","31456195727200"
"024110","기업은행","KOSPI","은행","10140","-90","-0.88","8085898311660"
"013700","까뮤이앤씨","KOSPI","건설업","1729","38","2.25","78068292120"
"004540","깨끗한나라","KOSPI","종이목재","3115","-15","-0.48","116004758695"
"004545","깨끗한나라우","KOSPI","종이목재","18420","100","0.55","6744667200"
"001260","남광토건","KOSPI","건설업","10030","110","1.11","98620697160"
"008350","남선알미늄","KOSPI","철강금속","2350","-45","-1.88","303335861500"
"008355","남선알미우","KOSPI","철강금속","27400","-600","-2.14","8436186000"
"004270","남성","KOSPI","유통업","2445","-75","-2.98","88538731200"
"003920","남양유업","KOSPI","음식료품","534000","-4000","-0.74","384480000000"
"003925","남양유업우","KOSPI","음식료품","339000","1000","0.30","56498418000"
"025860","남해화학","KOSPI","화학","9460","320","3.50","469961854780"
"005720","넥센","KOSPI","화학","4145","60","1.47","221939784665"
"005725","넥센우","KOSPI","화학","3085","0","0.00","11107851000"
"002350","넥센타이어","KOSPI","화학","7710","150","1.98","753019331670"
"002355","넥센타이어1우B","KOSPI","화학","2910","10","0.34","18915000000"
"251270","넷마블","KOSPI","서비스업","60000","-1200","-1.96","5157210120000"
"090350","노루페인트","KOSPI","화학","8070","130","1.64","161400000000"
"090355","노루페인트우","KOSPI","화학","14950","40","0.27","6923733700"
"000320","노루홀딩스","KOSPI","기타금융","10150","10","0.10","134905182650"
"000325","노루홀딩스우","KOSPI","기타금융","22050","0","0.00","5370475950"
"006280","녹십자","KOSPI","의약품","125400","4800","3.98","1465491865200"
"005250","녹십자홀딩스","KOSPI","서비스업","15940","180","1.14","749629667400"
"005257","녹십자홀딩스2우","KOSPI","서비스업","33450","350","1.06","28298365500"
"004370","농심","KOSPI","음식료품","352000","-3500","-0.98","2141089984000"
"072710","농심홀딩스","KOSPI","기타금융","70300","-100","-0.14","326036637000"
"058730","다스코","KOSPI","기계","4800","35","0.73","93105316800"
"030210","다올투자증권","KOSPI","증권","4645","-255","-5.20","280158957340"
"023590","다우기술","KOSPI","서비스업","21200","-150","-0.70","951172280400"
"145210","다이나믹디자인","KOSPI","기계","3345","-45","-1.33","46632818940"
"019680","대교","KOSPI","서비스업","2935","40","1.38","248602864750"
"019685","대교우B","KOSPI","서비스업","1998","-22","-1.09","38815126020"
"006370","대구백화점","KOSPI","유통업","9700","110","1.15","104969626700"
"008060","대덕","KOSPI","기타금융","7090","0","0.00","240281163500"
"00806K","대덕1우","KOSPI","기타금융","10460","120","1.16","12681254220"
"353200","대덕전자","KOSPI","전기전자","22650","-300","-1.31","1119293351250"
"35320K","대덕전자1우","KOSPI","전기전자","10940","-150","-1.35","22924977860"
"000490","대동","KOSPI","기계","12260","-110","-0.89","293410660040"
"008110","대동전자","KOSPI","전기전자","9690","50","0.52","101652431430"
"005750","대림B&Co","KOSPI","비금속광물","3720","20","0.54","62020732800"
"006570","대림통상","KOSPI","기계","3885","-35","-0.89","59149125000"
"001680","대상","KOSPI","음식료품","19910","70","0.35","689842177750"
"001685","대상우","KOSPI","음식료품","15500","-50","-0.32","21238456500"
"084690","대상홀딩스","KOSPI","기타금융","7780","0","0.00","281733545640"
"084695","대상홀딩스우","KOSPI","기타금융","9040","-150","-1.63","8257877280"
"128820","대성산업","KOSPI","유통업","4280","25","0.59","193607845840"
"117580","대성에너지","KOSPI","전기가스업","9400","-20","-0.21","258500000000"
"016710","대성홀딩스","KOSPI","서비스업","128300","600","0.47","2064277589700"
"003540","대신증권","KOSPI","증권","13060","20","0.15","663100604000"
"003547","대신증권2우B","KOSPI","증권","12010","180","1.52","120100000000"
"003545","대신증권우","KOSPI","증권","12540","300","2.45","326040000000"
"009190","대양금속","KOSPI","철강금속","3315","100","3.11","110596167045"
"014160","대영포장","KOSPI","종이목재","1522","10","0.66","164976503578"
"047040","대우건설","KOSPI","건설업","4390","25","0.57","1824583380820"
"009320","대우부품","KOSPI","운수장비","1504","12","0.80","71660148000"
"042660","대우조선해양","KOSPI","운수장비","23450","-550","-2.29","2515966188050"
"003090","대웅","KOSPI","의약품","17190","-50","-0.29","999460636200"
"069620","대웅제약","KOSPI","의약품","117000","1000","0.86","1355629275000"
"000430","대원강업","KOSPI","운수장비","3515","35","1.01","217930000000"
"006340","대원전선","KOSPI","전기전자","1143","15","1.33","82255462362"
"006345","대원전선우","KOSPI","전기전자","2540","-90","-3.42","6657848000"
"003220","대원제약","KOSPI","의약품","15400","130","0.85","338255918000"
"024890","대원화성","KOSPI","화학","2370","45","1.94","97760490240"
"002880","대유에이텍","KOSPI","운수장비","754","15","2.03","87284860156"
"000300","대유플러스","KOSPI","전기전자","912","22","2.47","110350881888"
"012800","대창","KOSPI","철강금속","1326","19","1.45","120852301674"
"015230","대창단조","KOSPI","운수장비","7080","-150","-2.07","202291388400"
"001070","대한방직","KOSPI","섬유의복","52800","400","0.76","279840000000"
"006650","대한유화","KOSPI","화학","175100","-200","-0.11","1138150000000"
"001440","대한전선","KOSPI","전기전자","1515","17","1.13","1885376608635"
"084010","대한제강","KOSPI","철강금속","13110","60","0.46","323118682740"
"001790","대한제당","KOSPI","음식료품","2810","20","0.72","252047389800"
"001795","대한제당우","KOSPI","음식료품","2520","-10","-0.40","16336555200"
"001130","대한제분","KOSPI","음식료품","157000","2900","1.88","265330000000"
"003490","대한항공","KOSPI","운수창고업","23450","-250","-1.05","8634774500450"
"003495","대한항공우","KOSPI","운수창고업","29900","-150","-0.50","33212740600"
"005880","대한해운","KOSPI","운수창고업","2350","-60","-2.49","750067031000"
"003830","대한화섬","KOSPI","화학","132100","1300","0.99","175428800000"
"016090","대현","KOSPI","섬유의복","2245","25","1.13","99413785950"
"069460","대호에이엘","KOSPI","철강금속","1480","30","2.07","76965208120"
"192080","더블유게임즈","KOSPI","서비스업","44950","-400","-0.88","825933864900"
"012510","더존비즈온","KOSPI","서비스업","42850","4950","13.06","1301902294400"
"004830","덕성","KOSPI","화학","5190","-70","-1.33","81379200000"
"004835","덕성우","KOSPI","화학","6190","-60","-0.96","8616480000"
"024900","덕양산업","KOSPI","운수장비","2650","-20","-0.75","86297197000"
"145720","덴티움","KOSPI","의료정밀","123700","400","0.32","1369214271000"
"002150","도화엔지니어링","KOSPI","서비스업","8550","50","0.59","288306000000"
"001230","동국제강","KOSPI","철강금속","13650","-110","-0.80","1302656860050"
"023450","동남합성","KOSPI","화학","48700","-250","-0.51","175807000000"
"004140","동방","KOSPI","운수창고업","2600","0","0.00","124726591600"
"007590","동방아그로","KOSPI","화학","6700","80","1.21","91237765900"
"005960","동부건설","KOSPI","건설업","7130","80","1.13","163097773190"
"005965","동부건설우","KOSPI","건설업","29800","350","1.19","6726813600"
"026960","동서","KOSPI","유통업","19450","210","1.09","1939165000000"
"002210","동성제약","KOSPI","의약품","6560","10","0.15","171222363200"
"102260","동성케미컬","KOSPI","서비스업","4560","60","1.33","226585159680"
"000640","동아쏘시오홀딩스","KOSPI","기타금융","93900","-1000","-1.05","596162930700"
"170900","동아에스티","KOSPI","의약품","60400","700","1.17","510173915200"
"028100","동아지질","KOSPI","건설업","12560","40","0.32","176501233760"
"282690","동아타이어","KOSPI","화학","11940","-30","-0.25","163972199100"
